Tiempo	Evento	ID	Pos_X	Pos_Y
343	Movimiento	1	166.24	300
343.1	Movimiento	0	145.5	553.44
343.1	Movimiento	1	166.48	302
343.2	Movimiento	0	144.2	553.12
343.2	Movimiento	1	166.72	304
343.3	Movimiento	0	142.9	552.8
343.3	Movimiento	1	166.96	306
343.4	Movimiento	0	141.6	552.48
343.4	Movimiento	1	167.2	308
343.5	Movimiento	0	140.3	552.16
343.5	Movimiento	1	167.44	310
343.6	Movimiento	0	139	551.84
343.6	Movimiento	1	167.68	312
343.7	Movimiento	0	137.7	551.52
343.7	Movimiento	1	167.92	314
343.8	Movimiento	0	136.4	551.2
343.8	Movimiento	1	168.16	316
343.9	Movimiento	0	135.1	550.88
343.9	Movimiento	1	168.4	318
344	Movimiento	0	133.8	550.56
344	Movimiento	1	168.64	320
344.1	Movimiento	0	132.5	550.24
344.1	Movimiento	1	168.88	322
344.2	Movimiento	0	131.2	549.92
344.2	Movimiento	1	169.12	324
344.3	Movimiento	0	129.9	549.6
344.3	Movimiento	1	169.36	326
344.4	Movimiento	0	128.6	549.28
344.4	Movimiento	1	169.6	328
344.5	Movimiento	0	127.3	548.96
344.5	Movimiento	1	169.84	330
344.6	Movimiento	0	126	548.64
344.6	Movimiento	1	170.08	332
344.7	Movimiento	0	124.7	548.32
344.7	Movimiento	1	170.32	334
344.8	Movimiento	0	123.4	548
344.8	Movimiento	1	170.56	336
344.9	Movimiento	0	122.1	547.68
344.9	Movimiento	1	170.8	338
345	Movimiento	0	120.8	547.36
345	Movimiento	1	171.04	340
345.1	Movimiento	0	119.5	547.04
345.1	Movimiento	1	171.28	342
345.2	Movimiento	0	118.2	546.72
345.2	Movimiento	1	171.52	344
345.3	Movimiento	0	116.9	546.4
345.3	Movimiento	1	171.76	346
345.4	Movimiento	0	115.6	546.08
345.4	Movimiento	1	172	348
345.5	Movimiento	0	114.3	545.76
345.5	Movimiento	1	172.24	350
345.6	Movimiento	0	113	545.44
345.6	Movimiento	1	172.48	352
345.7	Movimiento	0	111.7	545.12
345.7	Movimiento	1	172.72	354
345.8	Movimiento	0	110.4	544.8
345.8	Movimiento	1	172.96	356
345.9	Movimiento	0	109.1	544.48
345.9	Movimiento	1	173.2	358
346	Movimiento	0	107.8	544.16
346	Movimiento	1	173.44	360
346.1	Movimiento	0	106.5	543.84
346.1	Movimiento	1	173.68	362
346.2	Movimiento	0	105.2	543.52
346.2	Movimiento	1	173.92	364
346.3	Movimiento	0	103.9	543.2
346.3	Movimiento	1	174.16	366
346.4	Movimiento	0	102.6	542.88
346.4	Movimiento	1	174.4	368
346.5	Movimiento	0	101.3	542.56
346.5	Movimiento	1	174.64	370
346.6	Movimiento	0	100	542.24
346.6	Movimiento	1	174.88	372
346.7	Movimiento	0	98.7	541.92
346.7	Movimiento	1	175.12	374
346.8	Movimiento	0	97.4	541.6
346.8	Movimiento	1	175.36	376
346.9	Movimiento	0	96.1	541.28
346.9	Movimiento	1	175.6	378
347	Movimiento	0	94.8	540.96
347	Movimiento	1	175.84	380
347.1	Movimiento	0	93.5	540.64
347.1	Movimiento	1	176.08	382
347.2	Movimiento	0	92.2	540.32
347.2	Movimiento	1	176.32	384
347.3	Movimiento	0	90.9	540
347.3	Movimiento	1	176.56	386
347.4	Movimiento	0	89.6	539.68
347.4	Movimiento	1	176.8	388
347.5	Movimiento	0	88.3	539.36
347.5	Movimiento	1	177.04	390
347.6	Movimiento	0	87	539.04
347.6	Movimiento	1	177.28	392
347.7	Movimiento	0	85.7	538.72
347.7	Movimiento	1	177.52	394
347.8	Movimiento	0	84.4	538.4
347.8	Movimiento	1	177.76	396
347.9	Movimiento	0	83.1	538.08
347.9	Movimiento	1	178	398
348	Movimiento	0	81.8	537.76
348	Movimiento	1	178.24	400
348.1	Movimiento	0	80.5	537.44
348.1	Movimiento	1	178.48	402
348.2	Movimiento	0	79.2	537.12
348.2	Movimiento	1	178.72	404
348.3	Movimiento	0	77.9	536.8
348.3	Movimiento	1	178.96	406
348.4	Movimiento	0	76.6	536.48
348.4	Movimiento	1	179.2	408
348.5	Movimiento	0	75.3	536.16
348.5	Movimiento	1	179.44	410
348.6	Movimiento	0	74	535.84
348.6	Movimiento	1	179.68	412
348.7	Movimiento	0	72.7	535.52
348.7	Movimiento	1	179.92	414
348.8	Movimiento	0	71.4	535.2
348.8	Movimiento	1	180.16	416
348.9	Movimiento	0	70.1	534.88
348.9	Movimiento	1	180.4	418
349	Movimiento	0	68.8	534.56
349	Movimiento	1	180.64	420
349.1	Movimiento	0	67.5	534.24
349.1	Movimiento	1	180.88	422
349.2	Movimiento	0	66.2	533.92
349.2	Movimiento	1	181.12	424
349.3	Movimiento	0	64.9	533.6
349.3	Movimiento	1	181.36	426
349.4	Movimiento	0	63.6	533.28
349.4	Movimiento	1	181.6	428
349.5	Movimiento	0	62.3	532.96
349.5	Movimiento	1	181.84	430
349.6	Movimiento	0	61	532.64
349.6	Movimiento	1	182.08	432
349.7	Movimiento	0	59.7	532.32
349.7	Movimiento	1	182.32	434
349.8	Movimiento	0	58.4	532
349.8	Movimiento	1	182.56	436
349.9	Movimiento	0	57.1	531.68
349.9	Movimiento	1	182.8	438
350	Movimiento	0	55.8	531.36
350	Movimiento	1	183.04	440
350.1	Movimiento	0	54.5	531.04
350.1	Movimiento	1	183.28	442
350.2	Movimiento	0	53.2	530.72
350.2	Movimiento	1	183.52	444
350.3	Movimiento	0	51.9	530.4
350.3	Movimiento	1	183.76	446
350.4	Movimiento	0	50.6	530.08
350.4	Movimiento	1	184	448
350.5	Movimiento	0	49.3	529.76
350.5	Movimiento	1	184.24	450
350.6	Movimiento	0	48	529.44
350.6	Movimiento	1	184.48	452
350.7	Movimiento	0	46.7	529.12
350.7	Movimiento	1	184.72	454
350.8	Movimiento	0	45.4	528.8
350.8	Movimiento	1	184.96	456
350.9	Movimiento	0	44.1	528.48
350.9	Movimiento	1	185.2	458
351	Movimiento	0	42.8	528.16
351	Movimiento	1	185.44	460
351.1	Movimiento	0	41.5	527.84
351.1	Movimiento	1	185.68	462
351.2	Movimiento	0	40.2	527.52
351.2	Movimiento	1	185.92	464
351.3	Movimiento	0	38.9	527.2
351.3	Movimiento	1	186.16	466
351.4	Movimiento	0	37.6	526.88
351.4	Movimiento	1	186.4	468
351.5	Movimiento	0	36.3	526.56
351.5	Movimiento	1	186.64	470
351.6	Movimiento	0	35	526.24
351.6	Movimiento	1	186.88	472
351.7	Movimiento	0	33.7	525.92
351.7	Movimiento	1	187.12	474
351.8	Movimiento	0	32.4	525.6
351.8	Movimiento	1	187.36	476
351.9	Movimiento	0	31.1	525.28
351.9	Movimiento	1	187.6	478
352	Movimiento	0	29.8	524.96
352	Movimiento	1	187.84	480
352.1	Movimiento	0	28.5	524.64
352.1	Movimiento	1	188.08	482
352.2	Movimiento	0	27.2	524.32
352.2	Movimiento	1	188.32	484
352.3	Movimiento	0	25.9	524
352.3	Movimiento	1	188.56	486
352.4	Movimiento	0	24.6	523.68
352.4	Movimiento	1	188.8	488
352.5	Movimiento	0	23.3	523.36
352.5	Movimiento	1	189.04	490
352.6	Movimiento	0	22	523.04
352.6	Movimiento	1	189.28	492
352.7	Movimiento	0	20.7	522.72
352.7	Movimiento	1	189.52	494
352.8	Movimiento	0	19.4	522.4
352.8	Movimiento	1	189.76	496
352.9	Movimiento	0	18.1	522.08
352.9	Movimiento	1	190	498
353	Movimiento	0	16.8	521.76
353	Movimiento	1	190.24	500
353.1	Movimiento	0	15.5	521.44
353.1	Movimiento	1	190.48	502
353.2	Movimiento	0	14.2	521.12
353.2	Movimiento	1	190.72	504
353.3	Movimiento	0	12.9	520.8
353.3	Movimiento	1	190.96	506
353.4	Movimiento	0	11.6	520.48
353.4	Movimiento	1	191.2	508
353.5	Movimiento	0	10.3	520.16
353.5	Movimiento	1	191.44	510
353.6	Movimiento	0	9	519.84
353.6	Movimiento	1	191.68	512
353.6	Colision_Pared_X	-	9	519.84
353.7	Movimiento	0	10.3	519.52
353.7	Movimiento	1	191.92	514
353.8	Movimiento	0	11.6	519.2
353.8	Movimiento	1	192.16	516
353.9	Movimiento	0	12.9	518.88
353.9	Movimiento	1	192.4	518
354	Movimiento	0	14.2	518.56
354	Movimiento	1	192.64	520
354.1	Movimiento	0	15.5	518.24
354.1	Movimiento	1	192.88	522
354.2	Movimiento	0	16.8	517.92
354.2	Movimiento	1	193.12	524
354.3	Movimiento	0	18.1	517.6
354.3	Movimiento	1	193.36	526
354.4	Movimiento	0	19.4	517.28
354.4	Movimiento	1	193.6	528
354.5	Movimiento	0	20.7	516.96
354.5	Movimiento	1	193.84	530
354.6	Movimiento	0	22	516.64
354.6	Movimiento	1	194.08	532
354.7	Movimiento	0	23.3	516.32
354.7	Movimiento	1	194.32	534
354.8	Movimiento	0	24.6	516
354.8	Movimiento	1	194.56	536
354.9	Movimiento	0	25.9	515.68
354.9	Movimiento	1	194.8	538
355	Movimiento	0	27.2	515.36
355	Movimiento	1	195.04	540
355.1	Movimiento	0	28.5	515.04
355.1	Movimiento	1	195.28	542
355.2	Movimiento	0	29.8	514.72
355.2	Movimiento	1	195.52	544
355.3	Movimiento	0	31.1	514.4
355.3	Movimiento	1	195.76	546
355.4	Movimiento	0	32.4	514.08
355.4	Movimiento	1	196	548
355.5	Movimiento	0	33.7	513.76
355.5	Movimiento	1	196.24	550
355.6	Movimiento	0	35	513.44
355.6	Movimiento	1	196.48	552
355.7	Movimiento	0	36.3	513.12
355.7	Movimiento	1	196.72	554
355.8	Movimiento	0	37.6	512.8
355.8	Movimiento	1	196.96	556
355.9	Movimiento	0	38.9	512.48
355.9	Movimiento	1	197.2	558
356	Movimiento	0	40.2	512.16
356	Movimiento	1	197.44	560
356.1	Movimiento	0	41.5	511.84
356.1	Movimiento	1	197.68	562
356.2	Movimiento	0	42.8	511.52
356.2	Movimiento	1	197.92	564
356.3	Movimiento	0	44.1	511.2
356.3	Movimiento	1	198.16	566
356.4	Movimiento	0	45.4	510.88
356.4	Movimiento	1	198.4	568
356.5	Movimiento	0	46.7	510.56
356.5	Movimiento	1	198.64	570
356.6	Movimiento	0	48	510.24
356.6	Movimiento	1	198.88	572
356.7	Movimiento	0	49.3	509.92
356.7	Movimiento	1	199.12	574
356.8	Movimiento	0	50.6	509.6
356.8	Movimiento	1	199.36	576
356.9	Movimiento	0	51.9	509.28
356.9	Movimiento	1	199.6	578
357	Movimiento	0	53.2	508.96
357	Movimiento	1	199.84	580
357.1	Movimiento	0	54.5	508.64
357.1	Movimiento	1	200.08	582
357.2	Movimiento	0	55.8	508.32
357.2	Movimiento	1	200.32	584
357.3	Movimiento	0	57.1	508
357.3	Movimiento	1	200.56	586
357.4	Movimiento	0	58.4	507.68
357.4	Movimiento	1	200.8	588
357.5	Movimiento	0	59.7	507.36
357.5	Movimiento	1	201.04	590
357.5	Colision_Pared_Y	-	201.04	590
357.6	Movimiento	0	61	507.04
357.6	Movimiento	1	201.28	588
357.7	Movimiento	0	62.3	506.72
357.7	Movimiento	1	201.52	586
357.8	Movimiento	0	63.6	506.4
357.8	Movimiento	1	201.76	584
357.9	Movimiento	0	64.9	506.08
357.9	Movimiento	1	202	582
358	Movimiento	0	66.2	505.76
358	Movimiento	1	202.24	580
358.1	Movimiento	0	67.5	505.44
358.1	Movimiento	1	202.48	578
358.2	Movimiento	0	68.8	505.12
358.2	Movimiento	1	202.72	576
358.3	Movimiento	0	70.1	504.8
358.3	Movimiento	1	202.96	574
358.4	Movimiento	0	71.4	504.48
358.4	Movimiento	1	203.2	572
358.5	Movimiento	0	72.7	504.16
358.5	Movimiento	1	203.44	570
358.6	Movimiento	0	74	503.84
358.6	Movimiento	1	203.68	568
358.7	Movimiento	0	75.3	503.52
358.7	Movimiento	1	203.92	566
358.8	Movimiento	0	76.6	503.2
358.8	Movimiento	1	204.16	564
358.9	Movimiento	0	77.9	502.88
358.9	Movimiento	1	204.4	562
359	Movimiento	0	79.2	502.56
359	Movimiento	1	204.64	560
359.1	Movimiento	0	80.5	502.24
359.1	Movimiento	1	204.88	558
359.2	Movimiento	0	81.8	501.92
359.2	Movimiento	1	205.12	556
359.3	Movimiento	0	83.1	501.6
359.3	Movimiento	1	205.36	554
359.4	Movimiento	0	84.4	501.28
359.4	Movimiento	1	205.6	552
359.5	Movimiento	0	85.7	500.96
359.5	Movimiento	1	205.84	550
359.6	Movimiento	0	87	500.64
359.6	Movimiento	1	206.08	548
359.7	Movimiento	0	88.3	500.32
359.7	Movimiento	1	206.32	546
359.8	Movimiento	0	89.6	500
359.8	Movimiento	1	206.56	544
359.9	Movimiento	0	90.9	499.68
359.9	Movimiento	1	206.8	542
360	Movimiento	0	92.2	499.36
360	Movimiento	1	207.04	540
360.1	Movimiento	0	93.5	499.04
360.1	Movimiento	1	207.28	538
360.2	Movimiento	0	94.8	498.72
360.2	Movimiento	1	207.52	536
360.3	Movimiento	0	96.1	498.4
360.3	Movimiento	1	207.76	534
360.4	Movimiento	0	97.4	498.08
360.4	Movimiento	1	208	532
360.5	Movimiento	0	98.7	497.76
360.5	Movimiento	1	208.24	530
360.6	Movimiento	0	100	497.44
360.6	Movimiento	1	208.48	528
360.7	Movimiento	0	101.3	497.12
360.7	Movimiento	1	208.72	526
360.8	Movimiento	0	102.6	496.8
360.8	Movimiento	1	208.96	524
360.9	Movimiento	0	103.9	496.48
360.9	Movimiento	1	209.2	522
361	Movimiento	0	105.2	496.16
361	Movimiento	1	209.44	520
361.1	Movimiento	0	106.5	495.84
361.1	Movimiento	1	209.68	518
361.2	Movimiento	0	107.8	495.52
361.2	Movimiento	1	209.92	516
361.3	Movimiento	0	109.1	495.2
361.3	Movimiento	1	210.16	514
361.4	Movimiento	0	110.4	494.88
361.4	Movimiento	1	210.4	512
361.5	Movimiento	0	111.7	494.56
361.5	Movimiento	1	210.64	510
361.6	Movimiento	0	113	494.24
361.6	Movimiento	1	210.88	508
361.7	Movimiento	0	114.3	493.92
361.7	Movimiento	1	211.12	506
361.8	Movimiento	0	115.6	493.6
361.8	Movimiento	1	211.36	504
361.9	Movimiento	0	116.9	493.28
361.9	Movimiento	1	211.6	502
362	Movimiento	0	118.2	492.96
362	Movimiento	1	211.84	500
362.1	Movimiento	0	119.5	492.64
362.1	Movimiento	1	212.08	498
362.2	Movimiento	0	120.8	492.32
362.2	Movimiento	1	212.32	496
362.3	Movimiento	0	122.1	492
362.3	Movimiento	1	212.56	494
362.4	Movimiento	0	123.4	491.68
362.4	Movimiento	1	212.8	492
362.5	Movimiento	0	124.7	491.36
362.5	Movimiento	1	213.04	490
362.6	Movimiento	0	126	491.04
362.6	Movimiento	1	213.28	488
362.7	Movimiento	0	127.3	490.72
362.7	Movimiento	1	213.52	486
362.8	Movimiento	0	128.6	490.4
362.8	Movimiento	1	213.76	484
362.9	Movimiento	0	129.9	490.08
362.9	Movimiento	1	214	482
363	Movimiento	0	131.2	489.76
363	Movimiento	1	214.24	480
363.1	Movimiento	0	132.5	489.44
363.1	Movimiento	1	214.48	478
363.2	Movimiento	0	133.8	489.12
363.2	Movimiento	1	214.72	476
363.3	Movimiento	0	135.1	488.8
363.3	Movimiento	1	214.96	474
363.4	Movimiento	0	136.4	488.48
363.4	Movimiento	1	215.2	472
363.5	Movimiento	0	137.7	488.16
363.5	Movimiento	1	215.44	470
363.6	Movimiento	0	139	487.84
363.6	Movimiento	1	215.68	468
363.7	Movimiento	0	140.3	487.52
363.7	Movimiento	1	215.92	466
363.8	Movimiento	0	141.6	487.2
363.8	Movimiento	1	216.16	464
363.9	Movimiento	0	142.9	486.88
363.9	Movimiento	1	216.4	462
364	Movimiento	0	144.2	486.56
364	Movimiento	1	216.64	460
364.1	Movimiento	0	145.5	486.24
364.1	Movimiento	1	216.88	458
364.2	Movimiento	0	146.8	485.92
364.2	Movimiento	1	217.12	456
364.3	Movimiento	0	148.1	485.6
364.3	Movimiento	1	217.36	454
364.4	Movimiento	0	149.4	485.28
364.4	Movimiento	1	217.6	452
364.5	Movimiento	0	150.7	484.96
364.5	Movimiento	1	217.84	450
364.6	Movimiento	0	152	484.64
364.6	Movimiento	1	218.08	448
364.7	Movimiento	0	153.3	484.32
364.7	Movimiento	1	218.32	446
364.8	Movimiento	0	154.6	484
364.8	Movimiento	1	218.56	444
364.9	Movimiento	0	155.9	483.68
364.9	Movimiento	1	218.8	442
365	Movimiento	0	157.2	483.36
365	Movimiento	1	219.04	440
365.1	Movimiento	0	158.5	483.04
365.1	Movimiento	1	219.28	438
365.2	Movimiento	0	159.8	482.72
365.2	Movimiento	1	219.52	436
365.3	Movimiento	0	161.1	482.4
365.3	Movimiento	1	219.76	434
365.4	Movimiento	0	162.4	482.08
365.4	Movimiento	1	220	432
365.5	Movimiento	0	163.7	481.76
365.5	Movimiento	1	220.24	430
365.6	Movimiento	0	165	481.44
365.6	Movimiento	1	220.48	428
365.7	Movimiento	0	166.3	481.12
365.7	Movimiento	1	220.72	426
365.8	Movimiento	0	167.6	480.8
365.8	Movimiento	1	220.96	424
365.9	Movimiento	0	168.9	480.48
365.9	Movimiento	1	221.2	422
366	Movimiento	0	170.2	480.16
366	Movimiento	1	221.44	420
366.1	Movimiento	0	171.5	479.84
366.1	Movimiento	1	221.68	418
366.2	Movimiento	0	172.8	479.52
366.2	Movimiento	1	221.92	416
366.3	Movimiento	0	174.1	479.2
366.3	Movimiento	1	222.16	414
366.4	Movimiento	0	175.4	478.88
366.4	Movimiento	1	222.4	412
366.5	Movimiento	0	176.7	478.56
366.5	Movimiento	1	222.64	410
366.6	Movimiento	0	178	478.24
366.6	Movimiento	1	222.88	408
366.7	Movimiento	0	179.3	477.92
366.7	Movimiento	1	223.12	406
366.8	Movimiento	0	180.6	477.6
366.8	Movimiento	1	223.36	404
366.9	Movimiento	0	181.9	477.28
366.9	Movimiento	1	223.6	402
367	Movimiento	0	183.2	476.96
367	Movimiento	1	223.84	400
367.1	Movimiento	0	184.5	476.64
367.1	Movimiento	1	224.08	398
367.2	Movimiento	0	185.8	476.32
367.2	Movimiento	1	224.32	396
367.3	Movimiento	0	187.1	476
367.3	Movimiento	1	224.56	394
367.4	Movimiento	0	188.4	475.68
367.4	Movimiento	1	224.8	392
367.5	Movimiento	0	189.7	475.36
367.5	Movimiento	1	225.04	390
367.6	Movimiento	0	191	475.04
367.6	Movimiento	1	225.28	388
367.7	Movimiento	0	192.3	474.72
367.7	Movimiento	1	225.52	386
367.8	Movimiento	0	193.6	474.4
367.8	Movimiento	1	225.76	384
367.9	Movimiento	0	194.9	474.08
367.9	Movimiento	1	226	382
368	Movimiento	0	196.2	473.76
368	Movimiento	1	226.24	380
368.1	Movimiento	0	197.5	473.44
368.1	Movimiento	1	226.48	378
368.2	Movimiento	0	198.8	473.12
368.2	Movimiento	1	226.72	376
368.3	Movimiento	0	200.1	472.8
368.3	Movimiento	1	226.96	374
368.4	Movimiento	0	201.4	472.48
368.4	Movimiento	1	227.2	372
368.5	Movimiento	0	202.7	472.16
368.5	Movimiento	1	227.44	370
368.6	Movimiento	0	204	471.84
368.6	Movimiento	1	227.68	368
368.7	Movimiento	0	205.3	471.52
368.7	Movimiento	1	227.92	366
368.8	Movimiento	0	206.6	471.2
368.8	Movimiento	1	228.16	364
368.9	Movimiento	0	207.9	470.88
368.9	Movimiento	1	228.4	362
369	Movimiento	0	209.2	470.56
369	Movimiento	1	228.64	360
369.1	Movimiento	0	210.5	470.24
369.1	Movimiento	1	228.88	358
369.2	Movimiento	0	211.8	469.92
369.2	Movimiento	1	229.12	356
369.3	Movimiento	0	213.1	469.6
369.3	Movimiento	1	229.36	354
369.4	Movimiento	0	214.4	469.28
369.4	Movimiento	1	229.6	352
369.5	Movimiento	0	215.7	468.96
369.5	Movimiento	1	229.84	350
369.6	Movimiento	0	217	468.64
369.6	Movimiento	1	230.08	348
369.7	Movimiento	0	218.3	468.32
369.7	Movimiento	1	230.32	346
369.8	Movimiento	0	219.6	468
369.8	Movimiento	1	230.56	344
369.9	Movimiento	0	220.9	467.68
369.9	Movimiento	1	230.8	342
370	Movimiento	0	222.2	467.36
370	Movimiento	1	231.04	340
370.1	Movimiento	0	223.5	467.04
370.1	Movimiento	1	231.28	338
370.2	Movimiento	0	224.8	466.72
370.2	Movimiento	1	231.52	336
370.3	Movimiento	0	226.1	466.4
370.3	Movimiento	1	231.76	334
370.4	Movimiento	0	227.4	466.08
370.4	Movimiento	1	232	332
370.5	Movimiento	0	228.7	465.76
370.5	Movimiento	1	232.24	330
370.6	Movimiento	0	230	465.44
370.6	Movimiento	1	232.48	328
370.7	Movimiento	0	231.3	465.12
370.7	Movimiento	1	232.72	326
370.8	Movimiento	0	232.6	464.8
370.8	Movimiento	1	232.96	324
370.9	Movimiento	0	233.9	464.48
370.9	Movimiento	1	233.2	322
371	Movimiento	0	235.2	464.16
371	Movimiento	1	233.44	320
371.1	Movimiento	0	236.5	463.84
371.1	Movimiento	1	233.68	318
371.2	Movimiento	0	237.8	463.52
371.2	Movimiento	1	233.92	316
371.3	Movimiento	0	239.1	463.2
371.3	Movimiento	1	234.16	314
371.4	Movimiento	0	240.4	462.88
371.4	Movimiento	1	234.4	312
371.5	Movimiento	0	241.7	462.56
371.5	Movimiento	1	234.64	310
371.6	Movimiento	0	243	462.24
371.6	Movimiento	1	234.88	308
371.7	Movimiento	0	244.3	461.92
371.7	Movimiento	1	235.12	306
371.8	Movimiento	0	245.6	461.6
371.8	Movimiento	1	235.36	304
371.9	Movimiento	0	246.9	461.28
371.9	Movimiento	1	235.6	302
372	Movimiento	0	248.2	460.96
372	Movimiento	1	235.84	300
372.1	Movimiento	0	249.5	460.64
372.1	Movimiento	1	236.08	298
372.2	Movimiento	0	250.8	460.32
372.2	Movimiento	1	236.32	296
372.3	Movimiento	0	252.1	460
372.3	Movimiento	1	236.56	294
372.4	Movimiento	0	253.4	459.68
372.4	Movimiento	1	236.8	292
372.5	Movimiento	0	254.7	459.36
372.5	Movimiento	1	237.04	290
372.6	Movimiento	0	256	459.04
372.6	Movimiento	1	237.28	288
372.7	Movimiento	0	257.3	458.72
372.7	Movimiento	1	237.52	286
372.8	Movimiento	0	258.6	458.4
372.8	Movimiento	1	237.76	284
372.9	Movimiento	0	259.9	458.08
372.9	Movimiento	1	238	282
373	Movimiento	0	261.2	457.76
373	Movimiento	1	238.24	280
373.1	Movimiento	0	262.5	457.44
373.1	Movimiento	1	238.48	278
373.2	Movimiento	0	263.8	457.12
373.2	Movimiento	1	238.72	276
373.3	Movimiento	0	265.1	456.8
373.3	Movimiento	1	238.96	274
373.4	Movimiento	0	266.4	456.48
373.4	Movimiento	1	239.2	272
373.5	Movimiento	0	267.7	456.16
373.5	Movimiento	1	239.44	270
373.6	Movimiento	0	269	455.84
373.6	Movimiento	1	239.68	268
373.7	Movimiento	0	270.3	455.52
373.7	Movimiento	1	239.92	266
373.8	Movimiento	0	271.6	455.2
373.8	Movimiento	1	240.16	264
373.9	Movimiento	0	272.9	454.88
373.9	Movimiento	1	240.4	262
374	Movimiento	0	274.2	454.56
374	Movimiento	1	240.64	260
374.1	Movimiento	0	275.5	454.24
374.1	Movimiento	1	240.88	258
374.2	Movimiento	0	276.8	453.92
374.2	Movimiento	1	241.12	256
374.3	Movimiento	0	278.1	453.6
374.3	Movimiento	1	241.36	254
374.4	Movimiento	0	279.4	453.28
374.4	Movimiento	1	241.6	252
374.5	Movimiento	0	280.7	452.96
374.5	Movimiento	1	241.84	250
374.6	Movimiento	0	282	452.64
374.6	Movimiento	1	242.08	248
374.7	Movimiento	0	283.3	452.32
374.7	Movimiento	1	242.32	246
374.8	Movimiento	0	284.6	452
374.8	Movimiento	1	242.56	244
374.9	Movimiento	0	285.9	451.68
374.9	Movimiento	1	242.8	242
375	Movimiento	0	287.2	451.36
375	Movimiento	1	243.04	240
375.1	Movimiento	0	288.5	451.04
375.1	Movimiento	1	243.28	238
375.2	Movimiento	0	289.8	450.72
375.2	Movimiento	1	243.52	236
375.3	Movimiento	0	291.1	450.4
375.3	Movimiento	1	243.76	234
375.4	Movimiento	0	292.4	450.08
375.4	Movimiento	1	244	232
375.5	Movimiento	0	293.7	449.76
375.5	Movimiento	1	244.24	230
375.6	Movimiento	0	295	449.44
375.6	Movimiento	1	244.48	228
375.7	Movimiento	0	296.3	449.12
375.7	Movimiento	1	244.72	226
375.8	Movimiento	0	297.6	448.8
375.8	Movimiento	1	244.96	224
375.9	Movimiento	0	298.9	448.48
375.9	Movimiento	1	245.2	222
376	Movimiento	0	300.2	448.16
376	Movimiento	1	245.44	220
376.1	Movimiento	0	301.5	447.84
376.1	Movimiento	1	245.68	218
376.2	Movimiento	0	302.8	447.52
376.2	Movimiento	1	245.92	216
376.3	Movimiento	0	304.1	447.2
376.3	Movimiento	1	246.16	214
376.4	Movimiento	0	305.4	446.88
376.4	Movimiento	1	246.4	212
376.5	Movimiento	0	306.7	446.56
376.5	Movimiento	1	246.64	210
376.6	Movimiento	0	308	446.24
376.6	Movimiento	1	246.88	208
376.7	Movimiento	0	309.3	445.92
376.7	Movimiento	1	247.12	206
376.8	Movimiento	0	310.6	445.6
376.8	Movimiento	1	247.36	204
376.9	Movimiento	0	311.9	445.28
376.9	Movimiento	1	247.6	202
377	Movimiento	0	313.2	444.96
377	Movimiento	1	247.84	200
377.1	Movimiento	0	314.5	444.64
377.1	Movimiento	1	248.08	198
377.2	Movimiento	0	315.8	444.32
377.2	Movimiento	1	248.32	196
377.3	Movimiento	0	317.1	444
377.3	Movimiento	1	248.56	194
377.4	Movimiento	0	318.4	443.68
377.4	Movimiento	1	248.8	192
377.5	Movimiento	0	319.7	443.36
377.5	Movimiento	1	249.04	190
377.6	Movimiento	0	321	443.04
377.6	Movimiento	1	249.28	188
377.7	Movimiento	0	322.3	442.72
377.7	Movimiento	1	249.52	186
377.8	Movimiento	0	323.6	442.4
377.8	Movimiento	1	249.76	184
377.9	Movimiento	0	324.9	442.08
377.9	Movimiento	1	250	182
378	Movimiento	0	326.2	441.76
378	Movimiento	1	250.24	180
378.1	Movimiento	0	327.5	441.44
378.1	Movimiento	1	250.48	178
378.2	Movimiento	0	328.8	441.12
378.2	Movimiento	1	250.72	176
378.3	Movimiento	0	330.1	440.8
378.3	Movimiento	1	250.96	174
378.4	Movimiento	0	331.4	440.48
378.4	Movimiento	1	251.2	172
378.5	Movimiento	0	332.7	440.16
378.5	Movimiento	1	251.44	170
378.6	Movimiento	0	334	439.84
378.6	Movimiento	1	251.68	168
378.7	Movimiento	0	335.3	439.52
378.7	Movimiento	1	251.92	166
378.8	Movimiento	0	336.6	439.2
378.8	Movimiento	1	252.16	164
378.9	Movimiento	0	337.9	438.88
378.9	Movimiento	1	252.4	162
379	Movimiento	0	339.2	438.56
379	Movimiento	1	252.64	160
379.1	Movimiento	0	340.5	438.24
379.1	Movimiento	1	252.88	158
379.2	Movimiento	0	341.8	437.92
379.2	Movimiento	1	253.12	156
379.3	Movimiento	0	343.1	437.6
379.3	Movimiento	1	253.36	154
379.4	Movimiento	0	344.4	437.28
379.4	Movimiento	1	253.6	152
379.5	Movimiento	0	345.7	436.96
379.5	Movimiento	1	253.84	150
379.6	Movimiento	0	347	436.64
379.6	Movimiento	1	254.08	148
379.7	Movimiento	0	348.3	436.32
379.7	Movimiento	1	254.32	146
379.8	Movimiento	0	349.6	436
379.8	Movimiento	1	254.56	144
379.9	Movimiento	0	350.9	435.68
379.9	Movimiento	1	254.8	142
380	Movimiento	0	352.2	435.36
380	Movimiento	1	255.04	140
380.1	Movimiento	0	353.5	435.04
380.1	Movimiento	1	255.28	138
380.2	Movimiento	0	354.8	434.72
380.2	Movimiento	1	255.52	136
380.3	Movimiento	0	356.1	434.4
380.3	Movimiento	1	255.76	134
